77,"United Kingdom",1902,"Type I: Defense Pact - 1921","Europe",0 
77,"Japan",1902,"Type I: Defense Pact - 1921","Asia",0 
78,"France",1902,"Type IIa: Non-Aggression Pact - 1918","Europe",0 
78,"Italy",1902,"Type IIa: Non-Aggression Pact - 1918","Europe",0 
79,"Yugoslavia",1904,"Type I: Defense Pact - 1909","Europe",0 
79,"Bulgaria",1904,"Type I: Defense Pact - 1909","Europe",0 
80,"France",1904,"Type III: Entente - 1907","Europe",0 
80,"Spain",1904,"Type III: Entente - 1907","Europe",0 
81,"Austria-Hungary",1904,"Type IIa: Non-Aggression Pact - 1908","undefined",0 
81,"Russia",1904,"Type IIa: Non-Aggression Pact - 1908","Europe",0 
82,"Germany",1905,"Type I: Defense Pact - 1905","Europe",0 
82,"Russia",1905,"Type I: Defense Pact - 1905","Europe",0 
83,"United Kingdom",1907,"Type III: Entente - 1915","Europe",0 
83,"France",1907,"Type III: Entente - 1915","Europe",0 
83,"Spain",1907,"Type III: Entente - 1915","Europe",0 
84,"Guatemala",1907,"Type IIa: Non-Aggression Pact - 1918","North America",0 
84,"Honduras",1907,"Type IIa: Non-Aggression Pact - 1918","North America",0 
84,"El Salvador",1907,"Type IIa: Non-Aggression Pact - 1918","North America",0 
84,"Nicaragua",1907,"Type IIa: Non-Aggression Pact - 1918","North America",0 
84,"Costa Rica",1907,"Type IIa: Non-Aggression Pact - 1918","North America",0 
85,"United States of America",1908,"Type III: Entente - 1910","North America",0 
85,"Japan",1908,"Type III: Entente - 1910","Asia",0 
86,"Italy",1909,"Type III: Entente - 1917","Europe",0 
86,"Russia",1909,"Type III: Entente - 1917","Europe",0 
87,"Russia",1910,"Type III: Entente - 1916","Europe",0 
87,"Japan",1910,"Type III: Entente - 1916","Asia",0 
88,"Ecuador",1911,"Type IIa: Non-Aggression Pact - ","South America",0 
88,"Bolivia",1911,"Type IIa: Non-Aggression Pact - ","South America",0 
89,"Yugoslavia",1912,"Type I: Defense Pact - 1913","Europe",0 
89,"Bulgaria",1912,"Type I: Defense Pact - 1913","Europe",0 
90,"Greece",1912,"Type I: Defense Pact - 1913","Europe",0 
90,"Bulgaria",1912,"Type I: Defense Pact - 1913","Europe",0 
91,"United Kingdom",1912,"Type III: Entente - 1918","Europe",0 
91,"France",1912,"Type III: Entente - 1918","Europe",0 
92,"Yugoslavia",1913,"Type I: Defense Pact - 1918","Europe",0 
92,"Greece",1913,"Type I: Defense Pact - 1918","Europe",0 
93,"Germany",1914,"Type I: Defense Pact - 1918","Europe",0 
93,"Turkey",1914,"Type I: Defense Pact - 1918","Asia",0 
94,"Bulgaria",1914,"Type I: Defense Pact - 1918","Europe",0 
94,"Turkey",1914,"Type I: Defense Pact - 1918","Asia",0 
95,"Austria-Hungary",1914,"Type I: Defense Pact - 1918","undefined",0 
95,"Bulgaria",1914,"Type I: Defense Pact - 1918","Europe",0 
96,"Germany",1914,"Type I: Defense Pact - 1918","Europe",0 
96,"Bulgaria",1914,"Type I: Defense Pact - 1918","Europe",0 
97,"Romania",1914,"Type I: Defense Pact - 1916","Europe",0 
97,"Russia",1914,"Type I: Defense Pact - 1916","Europe",0 
98,"United Kingdom",1915,"Type I: Defense Pact - 1918","Europe",0 
98,"France",1915,"Type I: Defense Pact - 1918","Europe",0 
98,"Italy",1915,"Type I: Defense Pact - 1918","Europe",0 
98,"Russia",1915,"Type I: Defense Pact - 1918","Europe",0 
99,"Germany",1915,"Type I: Defense Pact - 1918","Europe",0 
99,"Austria-Hungary",1915,"Type I: Defense Pact - 1918","undefined",0 
99,"Bulgaria",1915,"Type I: Defense Pact - 1918","Europe",0 
100,"Russia",1916,"Type I: Defense Pact - 1917","Europe",0 
100,"Japan",1916,"Type I: Defense Pact - 1917","Asia",0 
101,"United Kingdom",1916,"Type I: Defense Pact - 1918","Europe",0 
101,"France",1916,"Type I: Defense Pact - 1918","Europe",0 
101,"Italy",1916,"Type I: Defense Pact - 1918","Europe",0 
101,"Romania",1916,"Type I: Defense Pact - 1918","Europe",0 
101,"Russia",1916,"Type I: Defense Pact - 1918","Europe",0 
102,"Czechoslovakia",1920,"Type I: Defense Pact - 1930","Europe",0 
102,"Yugoslavia",1920,"Type I: Defense Pact - 1930","Europe",0 
103,"Belgium",1920,"Type I: Defense Pact - 1936","Europe",0 
103,"France",1920,"Type I: Defense Pact - 1936","Europe",0 
104,"France",1921,"Type I: Defense Pact - 1939","Europe",0 
104,"Poland",1921,"Type I: Defense Pact - 1939","Europe",0 
105,"Russia",1921,"Type I: Defense Pact - 1941","Europe",0 
105,"Iran",1921,"Type I: Defense Pact - 1941","Asia",0 
106,"Turkey",1921,"Type I: Defense Pact - 1928","Asia",0 
106,"Afghanistan",1921,"Type I: Defense Pact - 1928","Asia",0 
107,"Poland",1921,"Type I: Defense Pact - 1939","Europe",0 
107,"Romania",1921,"Type I: Defense Pact - 1939","Europe",0 
108,"Czechoslovakia",1921,"Type I: Defense Pact - 1939","Europe",0 
108,"Romania",1921,"Type I: Defense Pact - 1939","Europe",0 
109,"Yugoslavia",1921,"Type I: Defense Pact - 1940","Europe",0 
109,"Romania",1921,"Type I: Defense Pact - 1940","Europe",0 
110,"Iran",1921,"Type IIa: Non-Aggression Pact - 1937","Asia",0 
110,"Afghanistan",1921,"Type IIa: Non-Aggression Pact - 1937","Asia",0 
111,"United States of America",1921,"Type III: Entente - 1931","North America",0 
111,"United Kingdom",1921,"Type III: Entente - 1931","Europe",0 
111,"France",1921,"Type III: Entente - 1931","Europe",0 
111,"Japan",1921,"Type III: Entente - 1931","Asia",0 
112,"Austria",1921,"Type IIa: Non-Aggression Pact - 1927","Europe",0 
112,"Czechoslovakia",1921,"Type IIa: Non-Aggression Pact - 1927","Europe",0 
113,"Guatemala",1923,"Type IIb: Non-Aggression Pact - 1932","North America",0 
113,"Honduras",1923,"Type IIb: Non-Aggression Pact - 1932","North America",0 
113,"El Salvador",1923,"Type IIb: Non-Aggression Pact - 1932","North America",0 
113,"Nicaragua",1923,"Type IIb: Non-Aggression Pact - 1932","North America",0 
113,"Costa Rica",1923,"Type IIb: Non-Aggression Pact - 1932","North America",0 
114,"Estonia",1923,"Type I: Defense Pact - 1940","Europe",0 
114,"Latvia",1923,"Type I: Defense Pact - 1940","Europe",0 
115,"France",1924,"Type III: Entente - 1938","Europe",0 
115,"Czechoslovakia",1924,"Type III: Entente - 1938","Europe",0 
116,"Italy",1924,"Type IIa: Non-Aggression Pact - 1929","Europe",0 
116,"Yugoslavia",1924,"Type IIa: Non-Aggression Pact - 1929","Europe",0 
117,"Czechoslovakia",1924,"Type III: Entente - 1929","Europe",0 
117,"Italy",1924,"Type III: Entente - 1929","Europe",0 
118,"United Kingdom",1925,"Type I: Defense Pact - 1936","Europe",0 
118,"Belgium",1925,"Type I: Defense Pact - 1936","Europe",0 
118,"France",1925,"Type I: Defense Pact - 1936","Europe",0 
118,"Germany",1925,"Type I: Defense Pact - 1936","Europe",0 
118,"Italy",1925,"Type I: Defense Pact - 1936","Europe",0 
119,"France",1925,"Type I: Defense Pact - 1939","Europe",0 
119,"Poland",1925,"Type I: Defense Pact - 1939","Europe",0 
120,"France",1925,"Type I: Defense Pact - 1938","Europe",0 
120,"Czechoslovakia",1925,"Type I: Defense Pact - 1938","Europe",0 
121,"Russia",1925,"Type IIa: Non-Aggression Pact - 1939","Europe",0 
121,"Turkey",1925,"Type IIa: Non-Aggression Pact - 1939","Asia",0 
122,"Iran",1926,"Type IIa: Non-Aggression Pact - 1937","Asia",0 
122,"Turkey",1926,"Type IIa: Non-Aggression Pact - 1937","Asia",0 
123,"Germany",1926,"Type IIa: Non-Aggression Pact - 1933","Europe",0 
123,"Russia",1926,"Type IIa: Non-Aggression Pact - 1933","Europe",0 
124,"France",1926,"Type IIa: Non-Aggression Pact - 1940","Europe",0 
124,"Romania",1926,"Type IIa: Non-Aggression Pact - 1940","Europe",0 
125,"Spain",1926,"Type IIa: Non-Aggression Pact - 1936","Europe",0 
125,"Italy",1926,"Type IIa: Non-Aggression Pact - 1936","Europe",0 
126,"Russia",1926,"Type IIa: Non-Aggression Pact - 1979","Europe",0 
126,"Afghanistan",1926,"Type IIa: Non-Aggression Pact - 1979","Asia",0 
127,"Italy",1926,"Type III: Entente - 1932","Europe",0 
127,"Romania",1926,"Type III: Entente - 1932","Europe",0 
128,"Poland",1926,"Type III: Entente - 1939","Europe",0 
128,"Yugoslavia",1926,"Type III: Entente - 1939","Europe",0 
129,"Russia",1926,"Type IIb: Non-Aggression Pact - 1939","Europe",0 
129,"Lithuania",1926,"Type IIb: Non-Aggression Pact - 1939","Europe",0 
130,"Italy",1926,"Type III: Entente - 1927","Europe",0 
130,"Albania",1926,"Type III: Entente - 1927","Europe",0 
131,"Russia",1927,"Type IIa: Non-Aggression Pact - 1941","Europe",0 
131,"Iran",1927,"Type IIa: Non-Aggression Pact - 1941","Asia",0 
132,"France",1927,"Type IIb: Non-Aggression Pact - 1940","Europe",0 
132,"Yugoslavia",1927,"Type IIb: Non-Aggression Pact - 1940","Europe",0 
133,"Italy",1927,"Type I: Defense Pact - 1939","Europe",0 
133,"Albania",1927,"Type I: Defense Pact - 1939","Europe",0 
134,"Greece",1928,"Type IIb: Non-Aggression Pact - 1934","Europe",0 
134,"Romania",1928,"Type IIb: Non-Aggression Pact - 1934","Europe",0 
135,"Turkey",1928,"Type IIb: Non-Aggression Pact - 1948","Asia",0 
135,"Afghanistan",1928,"Type IIb: Non-Aggression Pact - 1948","Asia",0 
136,"Italy",1928,"Type IIa: Non-Aggression Pact - 1935","Europe",0 
136,"Turkey",1928,"Type IIa: Non-Aggression Pact - 1935","Asia",0 
137,"Italy",1928,"Type IIb: Non-Aggression Pact - 1935","Europe",0 
137,"Ethiopia",1928,"Type IIb: Non-Aggression Pact - 1935","Africa",0 
138,"Italy",1928,"Type IIa: Non-Aggression Pact - 1935","Europe",0 
138,"Greece",1928,"Type IIa: Non-Aggression Pact - 1935","Europe",0 
139,"Hungary",1929,"Type IIa: Non-Aggression Pact - 1945","Europe",0 
139,"Turkey",1929,"Type IIa: Non-Aggression Pact - 1945","Asia",0 
140,"Bulgaria",1929,"Type IIa: Non-Aggression Pact - 1939","Europe",0 
140,"Turkey",1929,"Type IIa: Non-Aggression Pact - 1939","Asia",0 
141,"Yugoslavia",1929,"Type IIa: Non-Aggression Pact - 1941","Europe",0 
141,"Greece",1929,"Type IIa: Non-Aggression Pact - 1941","Europe",0 
142,"France",1930,"Type IIa: Non-Aggression Pact - 1940","Europe",0 
142,"Turkey",1930,"Type IIa: Non-Aggression Pact - 1940","Asia",0 
143,"United Kingdom",1930,"Type I: Defense Pact - 1955","Europe",0 
143,"Iraq",1930,"Type I: Defense Pact - 1955","Asia",0 
144,"Greece",1930,"Type IIa: Non-Aggression Pact - 1941","Europe",0 
144,"Turkey",1930,"Type IIa: Non-Aggression Pact - 1941","Asia",0 
145,"Russia",1932,"Type IIa: Non-Aggression Pact - 1939","Europe",0 
145,"Finland",1932,"Type IIa: Non-Aggression Pact - 1939","Europe",0 
146,"Russia",1932,"Type IIb: Non-Aggression Pact - 1939","Europe",0 
146,"Latvia",1932,"Type IIb: Non-Aggression Pact - 1939","Europe",0 
147,"Russia",1932,"Type IIb: Non-Aggression Pact - 1939","Europe",0 
147,"Estonia",1932,"Type IIb: Non-Aggression Pact - 1939","Europe",0 
148,"Poland",1932,"Type IIa: Non-Aggression Pact - 1939","Europe",0 
148,"Russia",1932,"Type IIa: Non-Aggression Pact - 1939","Europe",0 
149,"France",1932,"Type IIa: Non-Aggression Pact - 1935","Europe",0 
149,"Russia",1932,"Type IIa: Non-Aggression Pact - 1935","Europe",0 
150,"Italy",1933,"Type IIa: Non-Aggression Pact - 1941","Europe",0 
150,"Russia",1933,"Type IIa: Non-Aggression Pact - 1941","Europe",0 
151,"Romania",1933,"Type IIa: Non-Aggression Pact - 1944","Europe",0 
151,"Turkey",1933,"Type IIa: Non-Aggression Pact - 1944","Asia",0 
152,"Yugoslavia",1933,"Type IIb: Non-Aggression Pact - 1941","Europe",0 
152,"Turkey",1933,"Type IIb: Non-Aggression Pact - 1941","Asia",0 
153,"Germany",1934,"Type IIb: Non-Aggression Pact - 1939","Europe",0 
153,"Poland",1934,"Type IIb: Non-Aggression Pact - 1939","Europe",0 
154,"Yugoslavia",1934,"Type I: Defense Pact - 1940","Europe",0 
154,"Greece",1934,"Type I: Defense Pact - 1940","Europe",0 
154,"Romania",1934,"Type I: Defense Pact - 1940","Europe",0 
154,"Turkey",1934,"Type I: Defense Pact - 1940","Asia",0 
155,"Austria",1934,"Type III: Entente - 1938","Europe",0 
155,"Hungary",1934,"Type III: Entente - 1938","Europe",0 
155,"Italy",1934,"Type III: Entente - 1938","Europe",0 
156,"Saudi Arabia",1934,"Type IIb: Non-Aggression Pact - 1962","Asia",0 
156,"Yemen Arab Republic",1934,"Type IIb: Non-Aggression Pact - 1962","Asia",0 
157,"Estonia",1934,"Type III: Entente - 1940","Europe",0 
157,"Latvia",1934,"Type III: Entente - 1940","Europe",0 
157,"Lithuania",1934,"Type III: Entente - 1940","Europe",0 
